"Review" "Review_rating"
Read More" 5
"India's first internet car with good features, it's a dream come true for all Indians in this price segment.
" 5
"I could never imagine that the petrol Hybrid engine can churn this much power. The 1.5L engine gives an amazing power in the mid-range up to 2000RPM. It has 6 airbags, ABS, TC hill hold, etc. It's quite comfortable and the rear seating is very much comfortable. The infotainment system is of superb quality as it has a 10.4-inch huge touch screen.
Read More" 5
"It's a powerful XUV with all comfort and ensuring driving and travel experience MG its an experience of a technological and powerful shift in XUV series. Also, luxurious interior and have a very torque powerful engine.
Read More" 5
"Great car in the budget segment. Very comfortable for driver and for everyone inside. Futuristic design and features.
" 5
"MG Hector is a good and perfect sporty car. Really its a proud to be own this legend. Front of this car is really looking like cars in the UAE, Saudi Arabia, etc.
" 4
"MG Hector is a best car with all the required features. It is very comfortable to drive in the village areas as well. Best family car.

 
" 5
"Review" "Review_rating"
"I had planned a road trip with some of my friends last week. I have an MG Hector Sharp Hybrid 1.5. Drove the car from Raipur to Jagdalpur without stopping anywhere, that's approximately 300Kms. The mileage was 13.5 kmpl. We stopped for an hour and continued our trip to Danteshwari, then to Chitrakoot waterfalls, then back to Jagdalpur, then we retu...Read More" 5
"I personally use this car and think it is a good car and a comfortable car. So I would like to recommend this car to all. Please, go to your near MG showroom and buy one for yourself. I'm a businessman so I have to travel a lot but in comfort. So, because of this, I bought the new MG Hector.
Read More" 5
"One of the expensive cars, I really love this car is fully automatic. My favorite car is MG Hector this car performance is very good I cannot explain this car because this car is cool I am buying this car previous year my car colour is white and he was looking awesome this is a fantastic car and good.
Read More" 5
"I was waiting to get this car in Coimbatore, at last, I went to Chennai and got it is really wonderful. I request everyone to get MG Hector I heard that the branch has been open in Coimbatore, before I had XUV car but MG Hector is a very good experience, so once if you try this car you will not get any other car I Love MG Hector.
Read More" 5
"The MG Hector wow what a car, almost all features under one roof that's how we welcome the technology in 2019 I believe the build body of the car, as well as the interiors, are speechless, Of course, the price range I guess no car company or segment is offering all those features which are in Hector.
Read More" 5
"I bought sharp at diesel and it is very satisfying to buy this car right now or you will regret it buy it now mg Hector is a nice car and it is the only car that is bigger than Audi q5 You should buy it and even lower models are very satisfying. I have an Audi a4 30tfsi 2017 model And it is smaller than MG Hector top model.
Read More" 5
"Amazing piece of a machine, superb control & handling, gadget freak car, loaded with maximum features.
" 4
"I love this car. This car is mindblowing. I like the features of this car.
" 5
"Excellent car at a low price, it also has many features. It is for everyone who will buy this car and enjoy the trips and long June.
" 5
"MG Hector is a budget-friendly car, Very wide range of functions and nice experience with Voice Commands. Hoping for the best advancement in this brand with respect to time.
Read More" 4
"One of my family friends has been using this car for 2 months. We have gone for a trip to Belgaum using this car after he bought it. In my opinion, this is the best car suitable for Indian roads and one of the best SUV'S I have ever driven. Its features are awesome and some of its possibilities of headrest, device connectivity is very good. Good gr...Read More" 5
"Excellent car with tech-packed, a good car for the Indian market and attraction grabbing exterior and interior.
" 5
"Good mg assistant, nice gear quality, comfortable seats, nice sky roof, big space for the bottle and another thing, and the look is awesome.
" 5
"Starting with the most impressive powertrain in the MG Hector, the petrol hybrid. Despite its capacity, the motor shows a likable eagerness to build speed. It's a torquey engine and doesn't seem underpowered even if you stick it in a higher gear than necessary.
Read More" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 5
"It has more and good features in comparison to other cars in this range. MG hector is capable to stand in front of BMW, MERCEDES, etc.
" 5
"The infotainment system is great and is a big size SUV. This feature-loaded car is giving competition to other cars.
" 5
"An extremely comfortable contribution to the automobile industry with a dominant road presence and contains very strong suspension so as to give you with utmost comfort irrespective of the length and breadth of the journey.
Read More" 5
"It is a complete car with all new facilities, MG Hector's body is very good and its performance is excellent. It is very advance according to the era. It has very good features inside it which are not above the other car in this range moreover its price is right.
Read More" 5
"Best of the class. I cannot demand anything more than this at such a price. The engine is a beast, the interior is amazing.
" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 4
"Mg hector is best for official use and it was an amazing car. It can be told to be the richest look of this car. It was not a costly car with this type of feature. I am very helpful to mg motors for this type and featured car launched in India. So that model was a very easy affordable piece for peoples so it can be the best car in India.
Read More" 5
"It is a good car but as compared to the Harrier, it is not good but is better in features. Safety should be ensured by checking all updates to be done in the car because the safety should be more and should be 5 stars in the NCAP test by beating the Nexon so that it will be the safest car of 2020.
Read More" 5
"Good looks, high-performance level. Highly recommended! This new company in India is changing the game and introducing some fine machines with strong performance and at a reasonable price.
Read More" 5
"India's first internet car with good features, it's a dream come true for all Indians in this price segment.
" 5
"I could never imagine that the petrol Hybrid engine can churn this much power. The 1.5L engine gives an amazing power in the mid-range up to 2000RPM. It has 6 airbags, ABS, TC hill hold, etc. It's quite comfortable and the rear seating is very much comfortable. The infotainment system is of superb quality as it has a 10.4-inch huge touch screen.
Read More" 5
"It's a powerful XUV with all comfort and ensuring driving and travel experience MG its an experience of a technological and powerful shift in XUV series. Also, luxurious interior and have a very torque powerful engine.
Read More" 5
"Great car in the budget segment. Very comfortable for driver and for everyone inside. Futuristic design and features.
" 5
"MG Hector is a good and perfect sporty car. Really its a proud to be own this legend. Front of this car is really looking like cars in the UAE, Saudi Arabia, etc.
" 4
"MG Hector is a best car with all the required features. It is very comfortable to drive in the village areas as well. Best family car.

 
" 5
"Review" "Review_rating"
"I had planned a road trip with some of my friends last week. I have an MG Hector Sharp Hybrid 1.5. Drove the car from Raipur to Jagdalpur without stopping anywhere, that's approximately 300Kms. The mileage was 13.5 kmpl. We stopped for an hour and continued our trip to Danteshwari, then to Chitrakoot waterfalls, then back to Jagdalpur, then we retu...Read More" 5
"I personally use this car and think it is a good car and a comfortable car. So I would like to recommend this car to all. Please, go to your near MG showroom and buy one for yourself. I'm a businessman so I have to travel a lot but in comfort. So, because of this, I bought the new MG Hector.
Read More" 5
"One of the expensive cars, I really love this car is fully automatic. My favorite car is MG Hector this car performance is very good I cannot explain this car because this car is cool I am buying this car previous year my car colour is white and he was looking awesome this is a fantastic car and good.
Read More" 5
"I was waiting to get this car in Coimbatore, at last, I went to Chennai and got it is really wonderful. I request everyone to get MG Hector I heard that the branch has been open in Coimbatore, before I had XUV car but MG Hector is a very good experience, so once if you try this car you will not get any other car I Love MG Hector.
Read More" 5
"The MG Hector wow what a car, almost all features under one roof that's how we welcome the technology in 2019 I believe the build body of the car, as well as the interiors, are speechless, Of course, the price range I guess no car company or segment is offering all those features which are in Hector.
Read More" 5
"I bought sharp at diesel and it is very satisfying to buy this car right now or you will regret it buy it now mg Hector is a nice car and it is the only car that is bigger than Audi q5 You should buy it and even lower models are very satisfying. I have an Audi a4 30tfsi 2017 model And it is smaller than MG Hector top model.
Read More" 5
"Amazing piece of a machine, superb control & handling, gadget freak car, loaded with maximum features.
" 4
"I love this car. This car is mindblowing. I like the features of this car.
" 5
"Excellent car at a low price, it also has many features. It is for everyone who will buy this car and enjoy the trips and long June.
" 5
"MG Hector is a budget-friendly car, Very wide range of functions and nice experience with Voice Commands. Hoping for the best advancement in this brand with respect to time.
Read More" 4
"One of my family friends has been using this car for 2 months. We have gone for a trip to Belgaum using this car after he bought it. In my opinion, this is the best car suitable for Indian roads and one of the best SUV'S I have ever driven. Its features are awesome and some of its possibilities of headrest, device connectivity is very good. Good gr...Read More" 5
"Excellent car with tech-packed, a good car for the Indian market and attraction grabbing exterior and interior.
" 5
"Good mg assistant, nice gear quality, comfortable seats, nice sky roof, big space for the bottle and another thing, and the look is awesome.
" 5
"Starting with the most impressive powertrain in the MG Hector, the petrol hybrid. Despite its capacity, the motor shows a likable eagerness to build speed. It's a torquey engine and doesn't seem underpowered even if you stick it in a higher gear than necessary.
Read More" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 5
"It has more and good features in comparison to other cars in this range. MG hector is capable to stand in front of BMW, MERCEDES, etc.
" 5
"The infotainment system is great and is a big size SUV. This feature-loaded car is giving competition to other cars.
" 5
"An extremely comfortable contribution to the automobile industry with a dominant road presence and contains very strong suspension so as to give you with utmost comfort irrespective of the length and breadth of the journey.
Read More" 5
"It is a complete car with all new facilities, MG Hector's body is very good and its performance is excellent. It is very advance according to the era. It has very good features inside it which are not above the other car in this range moreover its price is right.
Read More" 5
"Best of the class. I cannot demand anything more than this at such a price. The engine is a beast, the interior is amazing.
" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 4
"Mg hector is best for official use and it was an amazing car. It can be told to be the richest look of this car. It was not a costly car with this type of feature. I am very helpful to mg motors for this type and featured car launched in India. So that model was a very easy affordable piece for peoples so it can be the best car in India.
Read More" 5
"It is a good car but as compared to the Harrier, it is not good but is better in features. Safety should be ensured by checking all updates to be done in the car because the safety should be more and should be 5 stars in the NCAP test by beating the Nexon so that it will be the safest car of 2020.
Read More" 5
"Good looks, high-performance level. Highly recommended! This new company in India is changing the game and introducing some fine machines with strong performance and at a reasonable price.
Read More" 5
"India's first internet car with good features, it's a dream come true for all Indians in this price segment.
" 5
"I could never imagine that the petrol Hybrid engine can churn this much power. The 1.5L engine gives an amazing power in the mid-range up to 2000RPM. It has 6 airbags, ABS, TC hill hold, etc. It's quite comfortable and the rear seating is very much comfortable. The infotainment system is of superb quality as it has a 10.4-inch huge touch screen.
Read More" 5
"It's a powerful XUV with all comfort and ensuring driving and travel experience MG its an experience of a technological and powerful shift in XUV series. Also, luxurious interior and have a very torque powerful engine.
Read More" 5
"Great car in the budget segment. Very comfortable for driver and for everyone inside. Futuristic design and features.
" 5
"MG Hector is a good and perfect sporty car. Really its a proud to be own this legend. Front of this car is really looking like cars in the UAE, Saudi Arabia, etc.
" 4
"MG Hector is a best car with all the required features. It is very comfortable to drive in the village areas as well. Best family car.

 
" 5
"Review" "Review_rating"
"I had planned a road trip with some of my friends last week. I have an MG Hector Sharp Hybrid 1.5. Drove the car from Raipur to Jagdalpur without stopping anywhere, that's approximately 300Kms. The mileage was 13.5 kmpl. We stopped for an hour and continued our trip to Danteshwari, then to Chitrakoot waterfalls, then back to Jagdalpur, then we retu...Read More" 5
"I personally use this car and think it is a good car and a comfortable car. So I would like to recommend this car to all. Please, go to your near MG showroom and buy one for yourself. I'm a businessman so I have to travel a lot but in comfort. So, because of this, I bought the new MG Hector.
Read More" 5
"One of the expensive cars, I really love this car is fully automatic. My favorite car is MG Hector this car performance is very good I cannot explain this car because this car is cool I am buying this car previous year my car colour is white and he was looking awesome this is a fantastic car and good.
Read More" 5
"I was waiting to get this car in Coimbatore, at last, I went to Chennai and got it is really wonderful. I request everyone to get MG Hector I heard that the branch has been open in Coimbatore, before I had XUV car but MG Hector is a very good experience, so once if you try this car you will not get any other car I Love MG Hector.
Read More" 5
"The MG Hector wow what a car, almost all features under one roof that's how we welcome the technology in 2019 I believe the build body of the car, as well as the interiors, are speechless, Of course, the price range I guess no car company or segment is offering all those features which are in Hector.
Read More" 5
"I bought sharp at diesel and it is very satisfying to buy this car right now or you will regret it buy it now mg Hector is a nice car and it is the only car that is bigger than Audi q5 You should buy it and even lower models are very satisfying. I have an Audi a4 30tfsi 2017 model And it is smaller than MG Hector top model.
Read More" 5
"Amazing piece of a machine, superb control & handling, gadget freak car, loaded with maximum features.
" 4
"I love this car. This car is mindblowing. I like the features of this car.
" 5
"Excellent car at a low price, it also has many features. It is for everyone who will buy this car and enjoy the trips and long June.
" 5
"MG Hector is a budget-friendly car, Very wide range of functions and nice experience with Voice Commands. Hoping for the best advancement in this brand with respect to time.
Read More" 4
"One of my family friends has been using this car for 2 months. We have gone for a trip to Belgaum using this car after he bought it. In my opinion, this is the best car suitable for Indian roads and one of the best SUV'S I have ever driven. Its features are awesome and some of its possibilities of headrest, device connectivity is very good. Good gr...Read More" 5
"Excellent car with tech-packed, a good car for the Indian market and attraction grabbing exterior and interior.
" 5
"Good mg assistant, nice gear quality, comfortable seats, nice sky roof, big space for the bottle and another thing, and the look is awesome.
" 5
"Starting with the most impressive powertrain in the MG Hector, the petrol hybrid. Despite its capacity, the motor shows a likable eagerness to build speed. It's a torquey engine and doesn't seem underpowered even if you stick it in a higher gear than necessary.
Read More" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 5
"It has more and good features in comparison to other cars in this range. MG hector is capable to stand in front of BMW, MERCEDES, etc.
" 5
"The infotainment system is great and is a big size SUV. This feature-loaded car is giving competition to other cars.
" 5
"An extremely comfortable contribution to the automobile industry with a dominant road presence and contains very strong suspension so as to give you with utmost comfort irrespective of the length and breadth of the journey.
Read More" 5
"It is a complete car with all new facilities, MG Hector's body is very good and its performance is excellent. It is very advance according to the era. It has very good features inside it which are not above the other car in this range moreover its price is right.
Read More" 5
"Best of the class. I cannot demand anything more than this at such a price. The engine is a beast, the interior is amazing.
" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 4
"Mg hector is best for official use and it was an amazing car. It can be told to be the richest look of this car. It was not a costly car with this type of feature. I am very helpful to mg motors for this type and featured car launched in India. So that model was a very easy affordable piece for peoples so it can be the best car in India.
Read More" 5
"It is a good car but as compared to the Harrier, it is not good but is better in features. Safety should be ensured by checking all updates to be done in the car because the safety should be more and should be 5 stars in the NCAP test by beating the Nexon so that it will be the safest car of 2020.
Read More" 5
"Good looks, high-performance level. Highly recommended! This new company in India is changing the game and introducing some fine machines with strong performance and at a reasonable price.
Read More" 5
"India's first internet car with good features, it's a dream come true for all Indians in this price segment.
" 5
"I could never imagine that the petrol Hybrid engine can churn this much power. The 1.5L engine gives an amazing power in the mid-range up to 2000RPM. It has 6 airbags, ABS, TC hill hold, etc. It's quite comfortable and the rear seating is very much comfortable. The infotainment system is of superb quality as it has a 10.4-inch huge touch screen.
Read More" 5
"It's a powerful XUV with all comfort and ensuring driving and travel experience MG its an experience of a technological and powerful shift in XUV series. Also, luxurious interior and have a very torque powerful engine.
Read More" 5
"Great car in the budget segment. Very comfortable for driver and for everyone inside. Futuristic design and features.
" 5
"MG Hector is a good and perfect sporty car. Really its a proud to be own this legend. Front of this car is really looking like cars in the UAE, Saudi Arabia, etc.
" 4
"MG Hector is a best car with all the required features. It is very comfortable to drive in the village areas as well. Best family car.

 
" 5
"Review" "Review_rating"
"I had planned a road trip with some of my friends last week. I have an MG Hector Sharp Hybrid 1.5. Drove the car from Raipur to Jagdalpur without stopping anywhere, that's approximately 300Kms. The mileage was 13.5 kmpl. We stopped for an hour and continued our trip to Danteshwari, then to Chitrakoot waterfalls, then back to Jagdalpur, then we retu...Read More" 5
"I personally use this car and think it is a good car and a comfortable car. So I would like to recommend this car to all. Please, go to your near MG showroom and buy one for yourself. I'm a businessman so I have to travel a lot but in comfort. So, because of this, I bought the new MG Hector.
Read More" 5
"One of the expensive cars, I really love this car is fully automatic. My favorite car is MG Hector this car performance is very good I cannot explain this car because this car is cool I am buying this car previous year my car colour is white and he was looking awesome this is a fantastic car and good.
Read More" 5
"I was waiting to get this car in Coimbatore, at last, I went to Chennai and got it is really wonderful. I request everyone to get MG Hector I heard that the branch has been open in Coimbatore, before I had XUV car but MG Hector is a very good experience, so once if you try this car you will not get any other car I Love MG Hector.
Read More" 5
"The MG Hector wow what a car, almost all features under one roof that's how we welcome the technology in 2019 I believe the build body of the car, as well as the interiors, are speechless, Of course, the price range I guess no car company or segment is offering all those features which are in Hector.
Read More" 5
"I bought sharp at diesel and it is very satisfying to buy this car right now or you will regret it buy it now mg Hector is a nice car and it is the only car that is bigger than Audi q5 You should buy it and even lower models are very satisfying. I have an Audi a4 30tfsi 2017 model And it is smaller than MG Hector top model.
Read More" 5
"Amazing piece of a machine, superb control & handling, gadget freak car, loaded with maximum features.
" 4
"I love this car. This car is mindblowing. I like the features of this car.
" 5
"Excellent car at a low price, it also has many features. It is for everyone who will buy this car and enjoy the trips and long June.
" 5
"MG Hector is a budget-friendly car, Very wide range of functions and nice experience with Voice Commands. Hoping for the best advancement in this brand with respect to time.
Read More" 4
"One of my family friends has been using this car for 2 months. We have gone for a trip to Belgaum using this car after he bought it. In my opinion, this is the best car suitable for Indian roads and one of the best SUV'S I have ever driven. Its features are awesome and some of its possibilities of headrest, device connectivity is very good. Good gr...Read More" 5
"Excellent car with tech-packed, a good car for the Indian market and attraction grabbing exterior and interior.
" 5
"Good mg assistant, nice gear quality, comfortable seats, nice sky roof, big space for the bottle and another thing, and the look is awesome.
" 5
"Starting with the most impressive powertrain in the MG Hector, the petrol hybrid. Despite its capacity, the motor shows a likable eagerness to build speed. It's a torquey engine and doesn't seem underpowered even if you stick it in a higher gear than necessary.
Read More" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 5
"It has more and good features in comparison to other cars in this range. MG hector is capable to stand in front of BMW, MERCEDES, etc.
" 5
"The infotainment system is great and is a big size SUV. This feature-loaded car is giving competition to other cars.
" 5
"An extremely comfortable contribution to the automobile industry with a dominant road presence and contains very strong suspension so as to give you with utmost comfort irrespective of the length and breadth of the journey.
Read More" 5
"It is a complete car with all new facilities, MG Hector's body is very good and its performance is excellent. It is very advance according to the era. It has very good features inside it which are not above the other car in this range moreover its price is right.
Read More" 5
"Best of the class. I cannot demand anything more than this at such a price. The engine is a beast, the interior is amazing.
" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 4
"Mg hector is best for official use and it was an amazing car. It can be told to be the richest look of this car. It was not a costly car with this type of feature. I am very helpful to mg motors for this type and featured car launched in India. So that model was a very easy affordable piece for peoples so it can be the best car in India.
Read More" 5
"It is a good car but as compared to the Harrier, it is not good but is better in features. Safety should be ensured by checking all updates to be done in the car because the safety should be more and should be 5 stars in the NCAP test by beating the Nexon so that it will be the safest car of 2020.
Read More" 5
"Good looks, high-performance level. Highly recommended! This new company in India is changing the game and introducing some fine machines with strong performance and at a reasonable price.
Read More" 5
"India's first internet car with good features, it's a dream come true for all Indians in this price segment.
" 5
"I could never imagine that the petrol Hybrid engine can churn this much power. The 1.5L engine gives an amazing power in the mid-range up to 2000RPM. It has 6 airbags, ABS, TC hill hold, etc. It's quite comfortable and the rear seating is very much comfortable. The infotainment system is of superb quality as it has a 10.4-inch huge touch screen.
Read More" 5
"It's a powerful XUV with all comfort and ensuring driving and travel experience MG its an experience of a technological and powerful shift in XUV series. Also, luxurious interior and have a very torque powerful engine.
Read More" 5
"Great car in the budget segment. Very comfortable for driver and for everyone inside. Futuristic design and features.
" 5
"MG Hector is a good and perfect sporty car. Really its a proud to be own this legend. Front of this car is really looking like cars in the UAE, Saudi Arabia, etc.
" 4
"MG Hector is a best car with all the required features. It is very comfortable to drive in the village areas as well. Best family car.

 
" 5
"Review" "Review_rating"
"I had planned a road trip with some of my friends last week. I have an MG Hector Sharp Hybrid 1.5. Drove the car from Raipur to Jagdalpur without stopping anywhere, that's approximately 300Kms. The mileage was 13.5 kmpl. We stopped for an hour and continued our trip to Danteshwari, then to Chitrakoot waterfalls, then back to Jagdalpur, then we retu...Read More" 5
"I personally use this car and think it is a good car and a comfortable car. So I would like to recommend this car to all. Please, go to your near MG showroom and buy one for yourself. I'm a businessman so I have to travel a lot but in comfort. So, because of this, I bought the new MG Hector.
Read More" 5
"One of the expensive cars, I really love this car is fully automatic. My favorite car is MG Hector this car performance is very good I cannot explain this car because this car is cool I am buying this car previous year my car colour is white and he was looking awesome this is a fantastic car and good.
Read More" 5
"I was waiting to get this car in Coimbatore, at last, I went to Chennai and got it is really wonderful. I request everyone to get MG Hector I heard that the branch has been open in Coimbatore, before I had XUV car but MG Hector is a very good experience, so once if you try this car you will not get any other car I Love MG Hector.
Read More" 5
"The MG Hector wow what a car, almost all features under one roof that's how we welcome the technology in 2019 I believe the build body of the car, as well as the interiors, are speechless, Of course, the price range I guess no car company or segment is offering all those features which are in Hector.
Read More" 5
"I bought sharp at diesel and it is very satisfying to buy this car right now or you will regret it buy it now mg Hector is a nice car and it is the only car that is bigger than Audi q5 You should buy it and even lower models are very satisfying. I have an Audi a4 30tfsi 2017 model And it is smaller than MG Hector top model.
Read More" 5
"Amazing piece of a machine, superb control & handling, gadget freak car, loaded with maximum features.
" 4
"I love this car. This car is mindblowing. I like the features of this car.
" 5
"Excellent car at a low price, it also has many features. It is for everyone who will buy this car and enjoy the trips and long June.
" 5
"MG Hector is a budget-friendly car, Very wide range of functions and nice experience with Voice Commands. Hoping for the best advancement in this brand with respect to time.
Read More" 4
"One of my family friends has been using this car for 2 months. We have gone for a trip to Belgaum using this car after he bought it. In my opinion, this is the best car suitable for Indian roads and one of the best SUV'S I have ever driven. Its features are awesome and some of its possibilities of headrest, device connectivity is very good. Good gr...Read More" 5
"Excellent car with tech-packed, a good car for the Indian market and attraction grabbing exterior and interior.
" 5
"Good mg assistant, nice gear quality, comfortable seats, nice sky roof, big space for the bottle and another thing, and the look is awesome.
" 5
"Starting with the most impressive powertrain in the MG Hector, the petrol hybrid. Despite its capacity, the motor shows a likable eagerness to build speed. It's a torquey engine and doesn't seem underpowered even if you stick it in a higher gear than necessary.
Read More" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 5
"It has more and good features in comparison to other cars in this range. MG hector is capable to stand in front of BMW, MERCEDES, etc.
" 5
"The infotainment system is great and is a big size SUV. This feature-loaded car is giving competition to other cars.
" 5
"An extremely comfortable contribution to the automobile industry with a dominant road presence and contains very strong suspension so as to give you with utmost comfort irrespective of the length and breadth of the journey.
Read More" 5
"It is a complete car with all new facilities, MG Hector's body is very good and its performance is excellent. It is very advance according to the era. It has very good features inside it which are not above the other car in this range moreover its price is right.
Read More" 5
"Best of the class. I cannot demand anything more than this at such a price. The engine is a beast, the interior is amazing.
" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 4
"Mg hector is best for official use and it was an amazing car. It can be told to be the richest look of this car. It was not a costly car with this type of feature. I am very helpful to mg motors for this type and featured car launched in India. So that model was a very easy affordable piece for peoples so it can be the best car in India.
Read More" 5
"It is a good car but as compared to the Harrier, it is not good but is better in features. Safety should be ensured by checking all updates to be done in the car because the safety should be more and should be 5 stars in the NCAP test by beating the Nexon so that it will be the safest car of 2020.
Read More" 5
"Good looks, high-performance level. Highly recommended! This new company in India is changing the game and introducing some fine machines with strong performance and at a reasonable price.
Read More" 5
"India's first internet car with good features, it's a dream come true for all Indians in this price segment.
" 5
"I could never imagine that the petrol Hybrid engine can churn this much power. The 1.5L engine gives an amazing power in the mid-range up to 2000RPM. It has 6 airbags, ABS, TC hill hold, etc. It's quite comfortable and the rear seating is very much comfortable. The infotainment system is of superb quality as it has a 10.4-inch huge touch screen.
Read More" 5
"It's a powerful XUV with all comfort and ensuring driving and travel experience MG its an experience of a technological and powerful shift in XUV series. Also, luxurious interior and have a very torque powerful engine.
Read More" 5
"Great car in the budget segment. Very comfortable for driver and for everyone inside. Futuristic design and features.
" 5
"MG Hector is a good and perfect sporty car. Really its a proud to be own this legend. Front of this car is really looking like cars in the UAE, Saudi Arabia, etc.
" 4
"MG Hector is a best car with all the required features. It is very comfortable to drive in the village areas as well. Best family car.

 
" 5
"Review" "Review_rating"
"I had planned a road trip with some of my friends last week. I have an MG Hector Sharp Hybrid 1.5. Drove the car from Raipur to Jagdalpur without stopping anywhere, that's approximately 300Kms. The mileage was 13.5 kmpl. We stopped for an hour and continued our trip to Danteshwari, then to Chitrakoot waterfalls, then back to Jagdalpur, then we retu...Read More" 5
"I personally use this car and think it is a good car and a comfortable car. So I would like to recommend this car to all. Please, go to your near MG showroom and buy one for yourself. I'm a businessman so I have to travel a lot but in comfort. So, because of this, I bought the new MG Hector.
Read More" 5
"One of the expensive cars, I really love this car is fully automatic. My favorite car is MG Hector this car performance is very good I cannot explain this car because this car is cool I am buying this car previous year my car colour is white and he was looking awesome this is a fantastic car and good.
Read More" 5
"I was waiting to get this car in Coimbatore, at last, I went to Chennai and got it is really wonderful. I request everyone to get MG Hector I heard that the branch has been open in Coimbatore, before I had XUV car but MG Hector is a very good experience, so once if you try this car you will not get any other car I Love MG Hector.
Read More" 5
"The MG Hector wow what a car, almost all features under one roof that's how we welcome the technology in 2019 I believe the build body of the car, as well as the interiors, are speechless, Of course, the price range I guess no car company or segment is offering all those features which are in Hector.
Read More" 5
"I bought sharp at diesel and it is very satisfying to buy this car right now or you will regret it buy it now mg Hector is a nice car and it is the only car that is bigger than Audi q5 You should buy it and even lower models are very satisfying. I have an Audi a4 30tfsi 2017 model And it is smaller than MG Hector top model.
Read More" 5
"Amazing piece of a machine, superb control & handling, gadget freak car, loaded with maximum features.
" 4
"I love this car. This car is mindblowing. I like the features of this car.
" 5
"Excellent car at a low price, it also has many features. It is for everyone who will buy this car and enjoy the trips and long June.
" 5
"MG Hector is a budget-friendly car, Very wide range of functions and nice experience with Voice Commands. Hoping for the best advancement in this brand with respect to time.
Read More" 4
"One of my family friends has been using this car for 2 months. We have gone for a trip to Belgaum using this car after he bought it. In my opinion, this is the best car suitable for Indian roads and one of the best SUV'S I have ever driven. Its features are awesome and some of its possibilities of headrest, device connectivity is very good. Good gr...Read More" 5
"Excellent car with tech-packed, a good car for the Indian market and attraction grabbing exterior and interior.
" 5
"Good mg assistant, nice gear quality, comfortable seats, nice sky roof, big space for the bottle and another thing, and the look is awesome.
" 5
"Starting with the most impressive powertrain in the MG Hector, the petrol hybrid. Despite its capacity, the motor shows a likable eagerness to build speed. It's a torquey engine and doesn't seem underpowered even if you stick it in a higher gear than necessary.
Read More" 5
"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More" 5
"It has more and good features in comparison to other cars in this range. MG hector is capable to stand in front of BMW, MERCEDES, etc.
" 5
"The infotainment system is great and is a big size SUV. This feature-loaded car is giving competition to other cars.
" 5
"An extremely comfortable contribution to the automobile industry with a dominant road presence and contains very strong suspension so as to give you with utmost comfort irrespective of the length and breadth of the journey.
Read More" 5
"It is a complete car with all new facilities, MG Hector's body is very good and its performance is excellent. It is very advance according to the era. It has very good features inside it which are not above the other car in this range moreover its price is right.
Read More" 5
