"Review" "Review_rating"
" 5
"The top model is the Best Luxury SUV at the best price to buy.
" 5
"Considering the specification that MG offers, this car going to be very successful in the Market.
" 5
"Best in class and price segment, provide facility regarding safety is best, they improve comfort feature.
" 4
"Good looking at the exterior but expected a lot out of it, some more features would have been added. It would have been a 7 seater. Do not buy this instead of go for a better option like XUV500.
Read More" 2
"Nice car, amazing look, good specs, & features. Really mind-blowing.
" 5
"Creators of MG Hector, They have made such a beautiful and fantabulous car I am shocked that this car starts from just 12 lakhs.
" 5
"A Good car with excellent design and Internet technology.
" 5
"Good and new features at low-cost, sunroof is an awesome part.
" 5
"I love this car, the functions, the looks, and everything is just awesome.
" 5
"Review" "Review_rating"
"It mostly looks like a premium car and will give you a luxurious feeling after sitting inside. It has all the new techs which will blow your mind. The only thing that is not good is the Tyre Size comparing to the car's size, and that doesn't look proportionate.
Read More" 4
"MG Hector is a good car, the structures are unique and very comfortable when it comes to driving.
" 4
"Very good design, 80% of its features are good, available in four colours and prices are competitive.
" 5
"Good car with a lot of plus points .. like internet.. voice recognition.. the new add ons on the exterior gives the excellent look... price of 14.5 is awesome for this car... Enjoy the car .. the only negative is fuel consumption.
Read More" 4
"Nice and excellent car to but nice new feature and amazing thing are that of 5 years unlimited kilometers warranty.
" 5
"It is such an amusing car with very good looks and class-leading features at a very cheap price It is better than hattier or compass.
" 2
"I like the new model MG. My dream MG car but I have no money please sir give me an offer I am middle class not 12 lakh 14 lakh only 10 lacs please sir give me offers sir.
Read More" 1
"Smarter and awesome car and new technology in India will appreciate.
" 5
"Such a shame not to have automatic transmission. This is absolutely ridiculous waited for so long and no automatic transmission this is shabby.
" 1
"MADE IN CHINA No service center nothing Why you need large display HARRIER is better than Hector.
" 1
"Highly anticipated Hector mow launched at a staggering price of 12.18 lakhs ex-showroom PAN India and it is super value for money and well suited for family kind of person. Hector has the biggest dimensions in its segment and really impresses on the space department. the boot is also the largest and ample for long picnics with the family. The engin...Read More" 4
"MG Hector is a great car with fantastic features and connectivity, the price of the car starts from 12.18 lakhs which is a great price with great comfort and good built but the only thing that is a pause here is that Morris Garages are doing there debut so we cannot tell how much the company is reliable.
Read More" 4
"MG Hector,it's the premium SUV not only in terms of road presence but in terms of all. For example even it's base variant is loaded with tons of safety features. Then just imagine about the top variant that's insane.Overall for less price a huge, spacious, feature loaded, safe rover.
Read More" 5
"Goof power, best performance, the best pulling capacity. Best price and hybrid performance, also budget friendly for all.
" 3
"GOOD CAR IN SPACE, INFOTAINMENT SYSTEM, HEAD TURNING DESIGN, TURBOCHARGED ENGINE.
" 4
"Just the functional system of the car is awesome. I just wanna have MG Hector because of premium look and features.
" 5
"The best at all the Segment but, need some noise destruction come inside the car. Only need that change.
" 5
"Mg hector is the best car I have ever seen it is better than all the same price car and costly car.
" 5
"LOVE, at First Sight, you feel the strength as soon as you touch the door Sturdy+Safe+Smooth+Super Mileage, Spontaneous Pickup, Super Comfort As of now, don't feel any regret for Service for 1 year
Read More" 4
"It is an excellent car and worth the money with excellent features.
" 5
"MG Hector is a perfect car for the young generation and safety features are also good but personaly I didn't like it from the rear and side profile. Other than that it is a good car and in comparison to harrier, interior built quality is also good. I would like to take a test drive to check its driving experience.
Read More" 3
"Aged so well, with fantastic road presence still, just adequate proportions accommodating 7 seats and all the bells and whistles, I doubt any other mid-sized SUV can beat XUV5OO. As the initial fuzz dies just as in case of Jeep Compass, and the Chinese quality begins crying hoarse, XUV would still rule the roost.
Read More" 1
"Love the looks, love the features of MG Hector. The most attractive feature of the car is the voice command and the big screen. Great looks, advanced technology, and a muscular car at a reasonable cost. People searching for a big car with luxurious looks, in the budget then this is the one. I loved the car very much.
Read More" 5
"Best in class Best personal driving experience New tech car Fully automatic New features Price satisfaction Too good best car in India in 2019.
" 5
"All new technology introduced in MG Hector car and it has more to express, superb driving experience and power composition makes it the king of the road, features are fully advanced.
Read More" 4
"Superb..design elegant concept..with voice aasistant..with sunroof..and LED concept is also good.
" 5
"Very good car from a renowned company. I would definitely like more from the company.
" 5
"Nice car, it's good to know that mg is bringing new technology in the form of Android, and by doing this it brings our car close to us.
" 5
"MG Hector is the best in class and the AI will increase the user interface.
" 5
"This is a good car. The looks are awesome. It is worth the value. 
" 4
"Review" "Review_rating"
"This was an amusing car and the features are so excellent newly introduced in this car like magic. I never seen before such wonderful things and the boot space is very huge sunroof also profiles the rich SUV better than other SUV's back side space is very large driver seats are also comfortable automatically voice command is a new magician.
Read More" 3
"MG Hector : Great features, Spacious, muscular and a luxurious car at a reasonable cost. Voice command and a large Display are the most attractive part. Surely MG Hector will beat other cars in the same segment. Bigger size, advanced features, great look, reasonable price are the reasons which make it a must buy.
Read More" 5
"Beautiful and a must buy the car. All in one. The car has all the latest features with style and bold looks. Must buy for an SUV lover.
" 5
"Good technology to adopt the car and good look. Car safety will be the same as the Volvo cars.
" 5
"I love to have this car with a great specification and very friendly and up to the mark of modern technology.
" 5
"New track towards new technology in cars... MG Motors had done great work on MG Hector. Thank you MG Motors.
" 5
"Good car but is look is not better than Tata Harrier looks. It is better than MG HECTOR.
" 5
"Excellent car, very affordable price range. I like its voice assistance.
" 5
"This car is awesome and this car has more function on HD display.
" 5
"Awesome car with the best pricing which may rule Indian roads! Voice commands are just so fab.
" 5
"Superb car specifications.Its real internet Car, Superb looking car and great pickup thanks to Fiat engine Interior So Unique and next level looking car Hightech system unique futuristic like a concept car seats are very cushiony and soft leather using great sound system interior console is better than harrier overall great Come back all the best M...Read More" 5
"Best car on Indian roads.. and the looks are amazing.
" 5
"Beautiful, classy, sporty and powerful best in class would strongly recommend buying this beautiful and premium beast.
" 5
"MG Hector is the No1 in the SUV segment. I loved it. It is going to be the market leader in the coming years.
" 5
"Its a very nice car, I loved it it has a unique and best feature. The space is very large and the headlights are awesome and dashing.
" 5
"MG Hector is a right option car in this budget range with all the features.
" 5
"MG Hector is such a comfortable car, and its look is fantastic.
" 5
"Very Nice car with lots of Facilities, voice command, sunroof, and much more. Good quality and Very Good Price.
" 5
"Supercar with good features bur cost is a little more but its a comfortable car.
" 5
"Nice car with nice AC and big tires. The best for offroading with big seats.
" 5
"This car is very expensive. I love this car. This car also has future technology.
" 5
"A new MG Hector is very smooth and with new features and is powerful interest in long drive.interior is very beautiful and so much effective car and range is available in the medium category so much bold car design.
Read More" 5
"The car design is awesome and modern and the feature that offers just mind-blowing but some safety feature not available overall the car is just perfect at price.
" 4
"It is a very luxurious car in its segment anyone can buy it its ex-showroom price is 13 lakh rs in India
" 5
"This car looks like a robot, and it has a human thing.  This car is best for families.
" 4
"A complete class. What an amazing introductory price to start with.
" 5
"An Amazing car with good looks and an amazing price range. Only one disadvantage of the diesel model is not automatic.
" 5
"Absolutely stunning SUV with a bunch of tech features packed in.
" 4
"The price is just awesome, its unique features such as its smooth driving and touchpad.
" 5
"Screen size and voice over command features are excellent.. it is going to rule SUV market.
" 5
"Review" "Review_rating"
"Really I am surprised to see the features of MG Hector and amazing build quality of this SUV. its an amazing SUV. I am eager to change my Ertiga with this MG Hector.
" 5
"Excellent touch screen stands out, and the voice control feels the best at this rate. Beats out Creta and Harrier.
" 5
"Best SUV car in India and features are awesome. MG hector is a value of money car in India.
" 5
"Comfortable drive...Make feel with MG and the quality of the car was good.
" 5
"Impressive In and out, the XXL touch screen infotainment system is the stand out feature. Thumbs up.
" 4
"Awesome car with the best pricing which may rule Indian roads! Voice commands are just so fab!
" 5
"MG Hector is a nice looking car, the feature is also good, and a new looking design.
" 5
"The overall outside look is very nice, but the interior is very simple need to work on the interior.
" 4
"It has good and stunning design at front. It looks aesthetic. But the concern is with the size of the wheel. They have to improve it with a bigger size alloy wheel.
" 5
"Very awesome best in its segment worth buying with great all goodies.
" 5
"Worth the price, the company is outfield with the features they are providing, and the looks are incredible.
" 5
"The most impressive feature is its large touch screen, which makes it special from others. But its price is a bit expensive.
" 5
"Great exteriors, great design, and looking tremendously awesome, now have to check how it performs on road.
" 4
"MG Hector is a great car with all the necessary features loaded in it.
" 4
"MG Hector is a very nice car for a small family, and one of the best features getting in this car.
" 5
"Superb Experience in MG Hector SUV. Their Interior and Exterior too. I their voice command feather. Superb Controlling power and space, smooth drive, and strong service of Morris Garage. I loved MG Hector is the Car this year.
Read More" 5
"MG Hector is an excellent car with all the attractive features. Also, in terms of the price range, this is a good option.
" 5
"This car has all the thing that you want and the best part is human voice recognition and internet linked. this car has the highest power in its segment and it also left Scorpio behind in power. You can get a little disappointed by the less no. Of physical button, although you have to set the AC speed with the screen.
Read More" 4
"Car manufactured by a Chinese company. Safety and quality cannot be trusted. The resale value of the car may be low.
" 1
"MG cars, Nice look and smart.  Waiting for it. new car new segment new hope for a car lover.
" 4
"MG Hector is providing a good experience, and comfortable driving experience price is the best price for an SUV car with more features in India, both interior and exterior also good.
Read More" 1
"As per the spec and look I would rate MG Hector for the highest. With such amazing features, we get this car at this price is an excellent thing. I hope they do not hike the price. Everyone may go for this at this price.
Read More" 5
"Finally, MG Hector launched in India we all are waiting for this car it is middle size SUV, but suitable for family purpose. So finally it's fantastic looking or features wise.
Read More" 5
"MG Hector is the best SUV in this price range, the car design is fantastic, so I am very excited about this car.
" 5
"Totally loved this car in this range, this car has a lot of features that no other car company can give in this price range.
" 5
"Great SUV till now, I found with great features and the internet thing is awesome.
" 5
"Really amazing car. Its have lots of features with a reasonable price and also impressive looks. That's why I am very excited... Thank you so much.welcome with lots of love.. &#x1f618;
Read More" 5
"Two things are missing. driving pleasure can be improved and ventilated seats are enquired.
" 4
"The Worst experience in test drive Diesel version I think it's worthless in waiting for this Hector engine performance. It is not as expected poor performance and engine better to go with jeep or Harrier.
Read More" 1
"This is a nice car. The driving is very smooth. The looks are really good. 
" 5
"Review" "Review_rating"
"It is a very good looking car. I felt the plastic quality inside was poor. The headlights were on the bumpers at the bottom is going to be an expensive affair in India. In this traffic, one is always banging their bumpers.
Read More" 3
"What a car, Audi and Benz looks overpriced in front of Hector, super build quality n best safety features.
" 5
"Excellent looking car with great interiors. A lot of smart features make this car a worth buy at this price point. Well done MG.
" 5
"It's a perfect car. It listens to the voice and does whatever is said to do, nice technology.
" 5
"MG Hector is looking awesome! But back side silver bumper looks very poor. Back side silver bumper ki vajah se gadi bethi huyi lagti he jese gadi overload ja Rahi he eesa dikhta he, Back side silver bumper achha ho Sakta tha bhai, jo aapki other countries me he Vesa lagaya hota to achha back side look dikhta .
Read More" 4
"If this Car is available in 7 Seater Variant, then the sale would preferably be good in Market, Yeh gaadi, Toyota Innova Crysta aur Fortuner jaise model ko compete kar sakta hai.
Read More" 5
"The look is superb and awesome but its facility impress me. I think the facility of MG Hactor is more good than the other cars.
" 5
"I am using MG 350 car(Saudi Arabia)...This company is best than other company...good mileage...smooth driving...I will buy this MG Hector in India when i come...My friend test drive and told its a awesome car...Gonna be the top car of the year.
Read More" 5
"Till the time it is one of the most stylish looking, headturner and packed with many safety and tech features including being internet car.
" 5
"So lovely car's shape. Its just amazing Perfect in this price range Better than other price compare cars.
" 5
"Awesome car model and smooth drive experience.MG Hector is the best in the class car with all great comfort and value for money. The interior of the vehicle is perfect and eye-catching. Superb suspension. The inbuilt sound system provided by the company has an ideal sound effect and base with voice clarity. The roof in a car offers shade in extreme...Read More" 5
"Awesome car model and smooth drive experience.MG Hector is the best in the class car with all great comfort and value for money. The interior of the vehicle is perfect and eye-catching. Superb suspension. The inbuilt sound system provided by the company has an ideal sound effect and base with voice clarity. The roof in a car offers shade in extreme...Read More" 5
"Wonderful shape of the MG Hector. Looks very strong and heavy thats what I personally like about this car. The front grill is superb and can say that this makes the car more attractive. Side lines superb. Looks very spacious. But the interior does not match that much according to the outer body .other wise interior is very well but only about the d...Read More" 4
"It's a great car till now I have ever seen, it's features are great.
" 5
"It is a very futuristic car, with a lot of features, although pedal shifters are missed on it and a more refined engine would be welcomed. 
" 4
"I am waiting for this car because this car has all types of features that I want in a car.
" 5
"It is an Excellent car. Loved it!
" 5
"Very good space, powerful engine, steering is very smooth, overall, the vehicle is good.
" 5
"Best SUV car up till now. With sunroof and many exciting features, it seems very attractive and dashing. Its looks are huge from other cars.
" 5
"Very nice performance car this is a wonderful car, looking very fantastic and wonderful.
" 5
"MG Hector is the best in the class car with all great comfort and value for money. The interior of the vehicle is perfect and eye-catching. The inbuilt sound system provided by the company has an ideal sound effect and base with voice clarity. The roof in a car offers shade in extreme sunlight and is available with best in class facility. Hencefort...Read More" 5
"Very powerful car with sporty look. It gives tough competition to its rivals like jeep and honda civic but still this car has an edge over others.
" 5
"Good body design with big informative screen and the best thing are that its logo looks very aggressive and cool.
" 5
"It is an amazing car in this segment. The features are impressive. The driving is really comfortable. The looks are very luxurious. 
" 5
"MG Hector is the best car of 2019 best in class. Best in features. Best in safety.
" 5
"This is an excellent SUV car in this segment. The interior and exterior is amazing. The looks are awesome.
" 4
"MG Hector is an excellent car sunroof is biggest in the car and model amazing long SUV low price I like this car, I am purchasing this car next month.
" 5
"MG Hector car is superb in this price variant. I love this car and its features. I want to purchase this car in this year.
" 5
"This is feature loaded car gives you the best experience in everything must buy this car The MG Hector definitely offers more than what we had expected of it. It is rich on features, has decent engine options and offers Likeable performance too. Plus, the quality is good too. The big USP is the connectivity technology that it offers and while the e...Read More" 5
"This is a very good car in this segment. The features are amazing. 
" 5
"Review" "Review_rating"
"Race of the MG Hector is absolutely amazing in this segment but the only negative point is the acceleration for city driving it actually boost after 2000 RPM that is really annoying.
Read More" 4
"Strong feel, tougher stance, inherent royal build, solid styling, good ground clearance, stylish wheel arches and tyres, new gen features, luxurious, spacious, comfortable reclinable back seats, right thigh support, thoughtful storage spaces, huge boot space, own the road looks, definitely an investment worth travelling in.
Read More" 5
"No one gives these types of features, power, looks, etc. MG Hector is a monster in this class. Best car I love it. Everyone wanna these types of car with a small budget. So this car for everyone who wants a small budget with a big car and these types of features and looks and comfort. So please wait for this monster.
Read More" 5
"MG Hector is a very beautiful car and with strong and solid build quality. The base model itself provided with all safety features. The entertainment system, i-smart are too good with all the latest smart technology. Waiting for the official price and expecting the same to be very competitive against Harrier and Jeep.
Read More" 5
"This is a superb car. The looks are amazing. The features are very impressive available in this price segment. 
" 5
" MG Hector is a very good car for those who is a die-hard lover of SUV. Best comfort, good interior & exterior. Using high technology for communication inbuilt 5g sim inside the car for the internet.
Read More" 5
"MG Hector is a sporty car and its not just a car its a feeling attached with Mr.Morris and its Garage. I suggest everyone ride it once.
" 4
"MG HECTOR is the best car to drive and buy a car all features are available in this car and the best price car with features.
" 5
"The Hector is the most featured car in the segment.. all over this is a great package and powerful motor.
" 5
"MG Hector is the best SUV, exciting interiors. It has all the facilities and specifications of a high-end luxury SUV.
" 5
"MG Hector is a mind-blowing car in this price segment, I can't believe they offering a pack of surprises. The interior is so cool, front lights I never have seen before, the perfect SUV in this price segment. MG, you just did a phenomenal job, eagerly waiting for the launch event.
Read More" 4
"Dear all, rating this car at 5 stars is just through brainstorming and comparing with one I intend to buy in the last 1 months have taken test drive for all except MG, standing in comparison will be XUV500 W11option, Jeep Compass, hairier, T crysta, Skoda Superb, Civic, CRV both petrol n diesel. Alturas. I say MG yes, infotainment screen, front des...Read More" 5
"MG Hector is an awesome car, huge screen with a large instrument cluster, largest panoramic sunroof, electric seats, humongous boot space and a lot more with a 48v hybrid ,all the things in hector is very appreciable as it also comes with reclining seats ,dct(dual-clutch transmission)and a front grill that gives it a appealing look with a mg batchi...Read More" 5
"This is a good car. The looks are very luxurious. 
" 5
"MG Hector -car which is living who will give us the absolute pleasure of a luxury car by its fabulous interior, and exterior design....... obviously with its great engine. Happy to live with MG.
Read More" 5
"Awesome car, huge screen with a large instrument cluster,, the largest panoramic sunroof, electric seats, humongous boot space and a lot more with a 48v hybrid, all the things in hector is very appreciable as it also comes with reclining seats ,dct(dual clutch transmission)and a front grill that gives it an appealing look with a mg batching on it ....Read More" 5
"The best combination of harrior, Tuscon, jeep compose, and the best and the cheapest hybrid car ever in India .the internet car.and its turbo engine and this will be a game changer. From outside SUV and interior is like Tesla. Hector comes in 3 forms sharp, smart, super. the choice is yours. Which is best for you.
Read More" 5
"Good looking very nice and very smooth car and space and technology good personality car. I am impressed with your car.
" 5
"I like the overall car interior and exterior design.
" 5
"Best car in this price, full features package and looking as true SUV. The full average is awesome.t this is my dream car, thank MG.
" 5
"MG Hector petrol version is highly-priced for 1.5-litre engines. I think they should relook on pricing to position petrol version in the Indian market else be ready for the super flop and it will be worst than jeep compass petrol version. Even offering higher discounts also you will not be able to attract customers. So-called outstanding features a...Read More" 3
"MG's best car in India. It has more than 50 connected features and it's a first class segment. Also, its given colors are too awesome. Its whole interior is very spacious and attractive. Nicely presented everything and seats covered with leather and also an HD infotainment touch screen. Also provided nice parking cameras which are all good. To say ...Read More" 5
"This is a great car. The looks are very impressive. 
" 5
"Ppl expect its making quality is equal to Jeep, cheaper than jeep but still mg as not revealed price, just they started booking because. MG is thinking over smart like if bookings are so good they keep options to hike the price, customers also so smart.
Read More" 2
"It is Good Inside and Outside but the Price would be the drawback. When an SUV at High-end variant is available at the same price range and better features, why would a Customer prefer this?
Read More" 3
"EXCELLENT CAR OF THE WORLD, IN INDIAN ROAD CONDITION -IT IS THE BEST ONE ON THIS PRICE RANGE AND IT MUST FIGHT WITH TOYOTA AND HONDA AND HYUNDAI MARKET.
" 5
"Amazing Car with Stylish looks and looks a perfect business car available at an affordable price range.
" 5
"the first ever car to defeat jeep compact has a good look and powerful engine with best features. I am sure to buy it.
" 5
"Nice car, I like that car I want that car in my garage this company is new in India. I like to try this car once.
" 5
"Best car for young gears. It's look is awesome, also feature are great.
" 5
"Review" "Review_rating"
"By looking at the specifications and features, MG Hector seems to be a strong contender in its segment. It excels in every department be it engine, features, design, space. It comes with many segment-first features like an internet-based vertically mounted 10.4 inches infotainment system, a full panoramic sunroof, connected car features, etc that m...Read More" 5
"Superb looking marvelous beauty with a beast Engine. Will rock Indian car market. Extraordinary features that surprise. Beautiful Front design with superb headlight. Rear design is really Sex and great. Panoramic Sunroof looks deadly in the pictures, I'm definitely sure it will be a breath shocking the moment I get to see the car with my eyes. Inte...Read More" 5
"MG Hector is a wonderful car in this model. Also in this price range getting a good option. The tail lights are the luxurious look and the additional sunroof is providing the energy to interior spaces of car. The diesel engine is providing extreme performance to the car like a beast. It would be my dream car.
Read More" 5
"I had a chance to look at this car in the UK and trust me it?s nothing more than a Chinese car with British badge. From the side, it looks very odd and out of shape especially with its tyres which looks disproportionate. It actually looks like an ugly brother of MPV fused with SUV when seen in person. Spending around 15-20 lakhs for a Chinese car w...Read More" 2
"It has Good Safety features. E connect is definitely a USP for this car. It will redefine the SUV segment for Indians. The MG Hector comes with lots of features which are 1st in the SUV segment. MG Hector is able to get a lot of attention due to its innovative features. This SUV definitely looks value for money.
Read More" 5
"In this price MG Hector is wonderful, features are excellent, hill hold, 360-degree camera view sunroof and many more it would be my dream car.
" 5
"To be honest I am reviewing the first time for any car. The best thing about this car is that it is future ready. No need to get upset about technical advancement. In fact, without seeing it or driving it I am already in love with this car. The looks are so mesmerizing that now it become my dream to own this car. In one word Supreme leader in your ...Read More" 5
"MG Hector is a beautiful car with a full show of styles whether we talk about that hunky pack exterior or the smooth yet durable Interior.
" 4
"MG Hector hai proved a beautiful car with a full show of styles whether we talk about that hunky pack exterior or the smooth yet durable Interior.
" 4
"MG Hector is a dream car in the Indian market. Looking awesome exterior and interior. Thanks, MG for arriving in India. I purchased this heartist car soon. 
" 5
"Exterior, as well as interior, is so attractive in this segment with the affordable price. An SUV with features and abilities that make it more than just a car. Inside the tough frame and behind the assertive front, sits a heart that makes Hector a car you can connect with. The 10.4 inches, vertically mounted Full HD touch screen display Head Unit ...Read More" 5
"MG Hector will be the best car in future and at the cheapest price ever. If you tell the voice assistant to open the door, immediately it will open the door. You can also open sunroof by Using voice assist. You can also remote control it using MG app. For example, you can slow down the AC power or you can of it. The interior and exterior are very g...Read More" 5
"MG Hector is a wonderful car in this model. Also in this price range getting a good option. A perfect car in terms of comfort which getting in this car. Good SUV in this range.
Read More" 5
"It's truly more than a Human Thing. It would be a trend setter for the modern SUVs and lead from the front. It's been a dream to have such a car. MG Hector is The Smartest of its segment where it shows that even machines need to be sensitive and understand the needs. Hector is sure to build relations for generations.
Read More" 5
"It is a sporty car. The looks are very stylish. I am impressed with the engineering. 
" 5
"I like I want to buy that I like for the first time in advertisement my parents told that to by this car.
" 5
"Features and stylish elegant in look, price should be thought of. That is competing then the car leaches its peaks.
" 5
"Hector is just the best .coming with such advanced techno features that no.other is offering.
" 5
"Great car. We're very happy for MG  cars come in India. MG make a milestone in India.
" 5
"MG hector is going to be the best car under 20lk and the best family tour car too.
" 5
"I found Hector the best in the segment. I appreciate the price in this category with exclusive features. I am really eager to take test drive of Hector. I am sure the test drive will double my likes for Hector. This is the first car I have seen where I stop thinking for other cars. There is not a single doubt on the performance. Obviously test driv...Read More" 5
"A very amazing car when it comes to looks both the interior and the exterior looks. This company has come out with its first car MG HECTOR in India has a variety of such features which other cars don't have Looking at all the features it is quite cheap at the price at which it is available The mileage is also good as it provides a mileage of 17-19k...Read More" 5
"excellent view of mg hector overall car designed in the way that anybody shall be like in the first view. cost of the mg hector is also companionable to other SUVs. I think the company is giving a big opportunity to the public feel luxurious in the low cost.4to5 person will easily sit with comfort n take the luxurious journey.
Read More" 5
"Best sports utility vehicle under this price segments it has an engine which is best in torque the best sound with four speakers and two twisters. This car has best safety feature such as six airbags it has electronic brake distribution and anti-lock brake distribution it has disk break on four tires of has ten inches full Hd display as a stereo sy...Read More" 5
"I found Hector to be a game changer in the Indian market in the economy SUV segment especially being the first smart car. A strong road presence and classy interiors are certainly the best compared to Jeep Compass and Harrier. Really looking forward to seeing one on the road soon.
Read More" 4
"This is the best car. The looks are amazing. 
" 5
"The model details itself captured my mind. If i plan to buy a new vehicle my first preference will definitely these one itself, in no other vehicles, i have seen this many features, not only that this vehicle gives more care for safety as well. I am very excited for a great launch of my dream vehicle.
Read More" 5
"So nice Car India's First E-sim car. His Assistant is So Responsible. You should buy this Car.This car contains very good specs
" 5
"Awesome car by MG, hope that they will bring better options in their next cars.
" 5
"Good car, fabulous model, Fantastic interiors, and unbelievable SUV.
" 5
"Review" "Review_rating"
"This will smash the Indian car market. I will definitely choose it. It's worthy for its estimated cost. Loved it. If we look at the features no more cars having 15-20 lakhs rupees may not provide such astonishing features. Eager to see this cheetah. If we modify further it will become unstoppable car ever in India.
Read More" 5
"The pricing on the petrol version is way too high for the 1.5-litre engine. In that case, it will perform worst than jeep petrol version in buyer sensitive market. If the claimed features not available in petrol version then MG forgets about Indian customers for your petrol version. Good luck with your diesel version. XUV 500 and Harrier will still...Read More" 3
"So nice best model the best interior they decided supermodel this is best and no 1 SUV and I love this car and hands off to the excellent brain who had designed this car. They designed boot space very well. It designed very comfortable for people so all love this car. It was designed with smart and hybrid technology.
Read More" 5
"Best mid-size SUV and having every advanced stuff .. It will be above all competitors?.. Will also compete Innova crysta
" 5
"The petrol version is overpriced. MG will be in the worst position compared to the jeep petrol version which is again overpriced for the 1.5-litre segment. If the claimed features not available in the petrol version then it will be difficult for MG  Good luck with Diesel version. XUV 500 and Tata Harrier will still lead the market.
Read More" 3
"Best in this segment. Best in Features. Best in Price. Best in Look. Best in Everything. Best way to get an entry in India.
" 5
"This is the best car. The looks are attractive. The features are amazing. 
" 5
"An outstanding car much awaited for Indian market would have a tough rivalry with Tata Harrier wherein cost shall be a constraint too though stand out features are true attraction and out of segment compared to any car of this segment. MG is the first launch in the Indian market so eyes shall be a focus on quality with the price factor. Hands-on ex...Read More" 5
"It's very nice waiting for the launch when compared the look is simply superb. It is almost competitor with Fortuner
" 4
"MG Hector is the best car in this segment with the best technology and material.
" 5
"MG Hector is beautifully designed with a lot of space and segment first features. The Petrol Engine fills the gap between 1200-1600cc and comes with an auto gearbox too. Interiors are beautifully done. The outer looks are to die for. The connected 10.4-inch screen is a big plus for feature lovers. In India, for most people, 15 lakhs is a sort of me...Read More" 3
"One of the best launches of foreign brands in India with its epic style and amazing looks. Also, the car would be reliable.
" 5
"It's the best car ever in whatever I saw SUV. Best in all features. Very good technology at all. Just amazing. Very stylish very comfortable. Looking good auto car. Best in all SUV very great to me I have. Super stylish car. And it?s display, and voice recognition system is amazing. Mobile technology is also a good
Read More" 5
"MG Hector is the best car in the budget. Car is fully based on future. The new feature is added a voice command is very nice. In this price MG has given a more featured car Hector, I like it.
Read More" 5
"At last MG hector fulfilled all the requirements of modern SUV which are left by Tata Harrier...improved engine 173bhp..panoramic sunroof, with voice commands. Eagerly waiting for test drive.
Read More" 5
"Best package in this segment. This car is first 10.4 inch (0.26 m) touchscreen car mast build quality is best and safety features are also best to like 6 airbags.
" 5
"The Car is so Nice and fully loved than other cars. Love it .. Car looks so beautiful the design, and the price is not so high with these features. The first time I see that we can handle the car with our mobile phone.....Awesome Car.
Read More" 5
"Love the car but the tires should be bigger. The alloys can be improved as well.
" 5
"More photos of interior require and the car should be automatic Overall it is outstanding in styles
" 5
"Looks great and model I like the headlights, and tail light, waiting to see on the road super excited.
" 5
"Impressed by the overall package. Looks are great, latest technology being used, various first time features on offer. Looking forward to owning this car as soon as possible.
Read More" 5
"My favourite upcoming car I like the assistant of MG quite updated as compared to its competitor Tata Harrier I am eagerly waiting for its to get it to launch.
" 5
"MG Hector looks bigger than the other SUVs. Great features, regarding style and security. It has a 360-degree parking camera and Ismart mobile application. Waiting for this awesome car. What should be the price of MG Hector?
Read More" 5
"Impressed by the overall package. Looks are great, latest technology being used, various first time features on offer. Looking forward to owning this car as soon as possible.
Read More" 5
"It very good but it has 5 seating only it better than all cars, I think some smart features also available in coming seven-seaters car means it will be the best car of the budget, and.it will be the best car of that released year? Thank you for reading this review.
Read More" 5
"MG will make Boom in Automobile sector... Again. Fully feature loaded with a power pack performance.
" 5
"#Features of this car is excellent.... #Look of this car is very good.... #Infotainment system of this car is best as compared to another car of this range... #Production video which I have seen, in that video, this company produces a car in a very systematic way as compared to other companies.... #Overall, I loved this car!!!
Read More" 5
"Not Experienced but looking good, exterior and lighting is good, MG logo nice, double ton lighting is good
" 5
"I am damn sure that this masterpiece is going to be a show stealer. Bundled with plenty of high-end technological features. MG should cautiously fix the price if they really want to have their presence.
Read More" 5
"Looks a sturdy and smart car. Kudos MG and More power. Hope it remains the same, and looking forward to making a buying choice soon after launch.
" 4
"Review" "Review_rating"
"I think this car will be going to destroy all Indian cars. We are all waiting for the launch. Best of luck guys.
" 5
"It will be the best ever SUV come to India market. Loved the configuration and advertisement. I am eagerly waiting for a test ride.
" 5
"MG looks impressive and will dominate the segment. Need to check the engine performance. Diesel Automatic should be there.
" 5
"Good design and nice looking car .it will bring a new lifestyle in the Indian car market. I hope it will be the new best SUV.
" 4
"MG Hector will beat the competition, best in the class at affordable prices.
" 5
"supercar no one knows in India someone knows the car is super it like a data harrier but awesome and supercar but car should come to market then only it can be sold and people are coming to buying they should be a surprise or a chocolate box to be given, and who is there to explain they should feel like a nice car, and the teller should be explaine...Read More" 5
"MG Hector is looking great car loaded with all features like sunroof, airbags, hill assist, etc.
" 5
"Look like an American SUV, impressive looks tough and rough. I will not purchase any car before I try Hector.
" 5
"This car is launched first time in India so I am very happy this car feels like a human and I love this car
" 5
"Best car in its segment, I am waiting for pre booking opening. I want to book it. As of now it looks value for money.
" 5
"Creative design, innovative approach to the Indian market, a tough competitor of Jeep Compass and Tata Harrier. The technology used by MG has also enhanced its performance in the Indian market. Its length is more than as Comapred to the other cars of its competitors. It is going to rock in this segment. I think this is a perfect car for your money ...Read More" 5
"Love it MG you are so awesome and attractive cool outstanding gorgeous.
" 5
"Much Awaited car with these features. Hope automatically are not priced on a higher end. hope they maintain as many as service centers are opened.....
" 5
